,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT
2025-03-25,0.9855764487677828,0.9865630117795624,0.9786705076853259,0.9845898857560033,91076352.0,90820178.0
2025-03-26,0.9845898857560033,0.9855764487677828,0.9796570706971055,0.9816301967206645,15164435.999999998,15085392.0
2025-03-27,0.9786705076853259,0.989522700814901,0.9786705076853259,0.9865630117795624,39308676.0,39288369.0
2025-03-28,0.9875495747913419,0.9885361378031216,0.9836033227442237,0.9855764487677828,20152587.0,20148256.0
2025-03-31,0.9855764487677828,0.9924823898502397,0.9806436337088851,0.9865630117795624,26156456.0,26207873.0
2025-04-01,0.9865630117795624,0.9914958268384602,0.9855764487677828,0.989522700814901,20976284.0,21036971.0
2025-04-02,0.9885361378031216,0.9924823898502397,0.9865630117795624,0.9885361378031216,13864115.0,13917982.0
2025-04-03,0.9875495747913419,0.9875495747913419,0.9737376926264281,0.9766973816617668,31577309.999999996,31303494.0
2025-04-07,0.9175036009549931,0.9549929954026164,0.8908663996369449,0.9105976598725362,31245108.0,28987287.0
2025-04-08,0.9175036009549931,0.9214498530021114,0.9076379708371974,0.9194767269785522,22215669.0,20549461.0
2025-04-09,0.9115842228843157,0.9283557940845681,0.9017185927665201,0.9244095420374501,26400852.0,24445534.0
2025-04-10,0.9323020461316864,0.9451273652848208,0.9323020461316864,0.9392079872141433,18351889.0,17480798.0
2025-04-11,0.9382214242023638,0.9461139282966003,0.9352617351670252,0.9441408022730412,15620115.0,14884274.0
2025-04-14,0.9441408022730412,0.9520333063672777,0.9441408022730412,0.9510467433554981,11132408.0,10706921.0
2025-04-15,0.9510467433554981,0.955979558414396,0.9441408022730412,0.9530198693790572,9609309.0,9266010.0
2025-04-16,0.9540064323908368,0.9549929954026164,0.9431542392612616,0.9540064323908368,11483734.0,11038378.0
2025-04-17,0.9530198693790572,0.9599258104615142,0.9500601803437185,0.9589392474497346,10965523.0,10629672.0
2025-04-18,0.9569661214261755,0.9579526844379551,0.9530198693790572,0.955979558414396,7835628.0,7585417.0
2025-04-21,0.9569661214261755,0.9618989364850733,0.9520333063672777,0.9609123734732937,18532808.0,18009139.0
2025-04-22,0.9589392474497346,0.964858625520412,0.9589392474497346,0.9618989364850733,10227037.0,9975981.0
2025-04-23,0.9618989364850733,0.9658451885321916,0.9579526844379551,0.9579526844379551,10382877.0,10125187.0
2025-04-24,0.9618989364850733,0.9707780035910893,0.9579526844379551,0.9628854994968529,13043705.0,12768015.0
2025-04-25,0.9638720625086324,0.9688048775675303,0.9609123734732937,0.9628854994968529,10789485.0,10554502.0
2025-04-28,0.964858625520412,0.964858625520412,0.9510467433554981,0.9540064323908368,17088101.0,16529122.0
2025-04-29,0.9540064323908368,0.9540064323908368,0.949073617331939,0.9520333063672777,11377209.0,10971380.0
2025-04-30,0.9520333063672777,0.9579526844379551,0.9500601803437185,0.9510467433554981,9147813.0,8847892.0
2025-05-06,0.9500601803437185,0.9579526844379551,0.9500601803437185,0.9579526844379551,8799043.0,8512313.0
2025-05-07,0.9618989364850733,0.9658451885321916,0.9579526844379551,0.9599258104615142,9810915.0,9572026.0
2025-05-08,0.9599258104615142,0.9717645666028689,0.9589392474497346,0.9678183145557507,10288709.0,10086383.0
2025-05-09,0.9707780035910893,0.9707780035910893,0.9638720625086324,0.9697914405793099,8172306.0,8018330.0
2025-05-12,0.9688048775675303,0.9766973816617668,0.9688048775675303,0.9757108186499872,9966641.0,9840635.0
2025-05-13,0.9776839446735464,0.9786705076853259,0.9737376926264281,0.9776839446735464,11964160.0,11845313.0
2025-05-14,0.9776839446735464,0.9934689528620192,0.9747242556382076,0.9905092638266807,57556551.0,57664474.0
2025-05-15,0.9924823898502397,0.9924823898502397,0.9836033227442237,0.9865630117795624,11050106.0,11053594.0
2025-05-16,0.9855764487677828,0.989522700814901,0.9796570706971055,0.9816301967206645,5813849.0,5787599.0
2025-05-19,0.9806436337088851,0.9836033227442237,0.9766973816617668,0.9836033227442237,17862429.0,17749609.0
2025-05-20,0.9865630117795624,0.9954420788855783,0.9816301967206645,0.9914958268384602,25441208.0,25552386.0
2025-05-21,0.9934689528620192,0.9984017679209172,0.9914958268384602,0.996428641897358,29788044.0,30066828.0
2025-05-22,0.996428641897358,0.9974152049091375,0.9924823898502397,0.9934689528620192,8924793.0,9004168.0
2025-05-23,0.9934689528620192,0.9984017679209172,0.9885361378031216,0.989522700814901,11686486.0,11791305.0
2025-05-26,0.989522700814901,0.9934689528620192,0.9826167597324441,0.9855764487677828,8860429.0,8872487.0
2025-05-27,0.9914958268384602,0.9914958268384602,0.9826167597324441,0.9845898857560033,8267048.0,8265716.0
2025-05-28,0.9865630117795624,0.989522700814901,0.9826167597324441,0.9875495747913419,8697702.0,8702857.0
2025-05-29,0.9855764487677828,0.996428641897358,0.9855764487677828,0.9944555158737989,8494128.0,8543207.0
2025-05-30,0.9914958268384602,0.9954420788855783,0.9865630117795624,0.9914958268384602,8896623.0,8929089.0
2025-06-03,0.9865630117795624,0.9934689528620192,0.9836033227442237,0.9914958268384602,10792271.0,10817729.0
2025-06-04,0.9914958268384602,1.0003748939444763,0.9914958268384602,0.9984017679209172,14683506.0,14851364.0
2025-06-05,0.9993883309326966,1.0013614569562557,0.996428641897358,0.9974152049091375,10233755.0,10355491.0
2025-06-06,0.9974152049091375,1.0003748939444763,0.996428641897358,0.9984017679209172,8998663.0,9101501.0
2025-06-09,0.9954420788855783,1.0013614569562557,0.9944555158737989,0.9984017679209172,9328621.0,9432480.0
2025-06-10,0.9984017679209172,1.0013614569562557,0.9905092638266807,0.996428641897358,13649317.000000002,13798017.0
2025-06-11,0.9944555158737989,1.005307709003374,0.9944555158737989,1.0033345829798148,11167322.0,11340141.0
2025-06-12,1.0033345829798148,1.007280835026933,0.9984017679209172,1.0062942720151538,9151991.0,9310079.0
2025-06-13,1.0062942720151538,1.0062942720151538,0.9944555158737989,1.0003748939444763,8517507.0,8615032.0
2025-06-16,0.9984017679209172,0.9993883309326966,0.9905092638266807,0.9905092638266807,11025940.0,11102863.0
2025-06-17,0.9924823898502397,0.996428641897358,0.9875495747913419,0.9914958268384602,12946816.0,13011103.0
2025-06-18,0.989522700814901,0.9924823898502397,0.9855764487677828,0.9885361378031216,7089807.000000001,7106232.0
2025-06-19,0.989522700814901,0.9905092638266807,0.9757108186499872,0.9786705076853259,21666901.0,21561694.0
2025-06-20,0.9766973816617668,0.9826167597324441,0.9757108186499872,0.9806436337088851,9644000.0,9578046.0
2025-06-23,0.9786705076853259,0.9786705076853259,0.9678183145557507,0.9747242556382076,13982014.000000002,13768486.0
2025-06-24,0.9747242556382076,0.9865630117795624,0.9727511296146485,0.9845898857560033,13506984.0,13443308.0
2025-06-25,0.9826167597324441,0.9885361378031216,0.9796570706971055,0.9875495747913419,14345809.0,14293497.0
2025-06-26,0.9875495747913419,0.9875495747913419,0.9826167597324441,0.9845898857560033,13586315.0,13574028.0
2025-06-27,0.9845898857560033,0.9875495747913419,0.9816301967206645,0.9816301967206645,14595504.999999998,14559808.0
2025-06-30,0.9845898857560033,0.9934689528620192,0.9826167597324441,0.9914958268384602,13896400.0,13899250.0
2025-07-01,0.9914958268384602,1.0013614569562557,0.989522700814901,0.9984017679209172,15253104.0,15386668.0
2025-07-02,0.9984017679209172,1.0043211459915946,0.996428641897358,1.0023480199680355,8411736.0,8540645.0
2025-07-03,1.0023480199680355,1.0112270870740514,1.0023480199680355,1.0102405240622718,16088487.0,16435065.999999998
2025-07-04,1.007280835026933,1.0141867761093901,1.005307709003374,1.0112270870740514,13559610.999999998,13853459.0
2025-07-07,1.0092539610504923,1.0092539610504923,1.0033345829798148,1.0033345829798148,11390116.0,11608128.0
2025-07-08,1.0033345829798148,1.0092539610504923,1.0023480199680355,1.007280835026933,18018050.0,18380880.0
2025-07-09,1.007280835026933,1.0092539610504923,1.0023480199680355,1.0043211459915946,12430412.0,12681203.0
2025-07-10,1.0043211459915946,1.008267398038713,1.0013614569562557,1.007280835026933,10105909.0,10288865.0
2025-07-11,1.0092539610504923,1.019119591168288,1.007280835026933,1.012213650085831,13540729.0,13904473.0
2025-07-14,1.0132002130976105,1.0161599021329493,1.0092539610504923,1.0112270870740514,13596048.000000002,13927917.0
2025-07-15,1.0132055800003945,1.0132055800003945,1.0023215356839839,1.0082582871292989,16075335.999999998,16382597.0
2025-07-16,1.0072688285550797,1.0112266628519564,1.0072688285550797,1.0112266628519564,15352043.0,15666915.0
2025-07-17,1.010237204277737,1.0161739557230518,1.010237204277737,1.0161739557230518,13843913.0,14189037.0
2025-07-18,1.0161739557230518,1.0211212485941477,1.0141950385746137,1.0211212485941477,18630777.0,19150075.0
2025-07-21,1.0211212485941477,1.031015834336339,1.0201317900199285,1.031015834336339,15325954.999999998,15889000.0
